"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"897",2025-02-05,"75D30124P19681","Department of Health and Human Services",105611,0,2025-02-07,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19681&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","VERITAS MANAGEMENT GROUP, INC.","DIVERSITY, EQUITY, BELONGING, INCLUSION AND ACCESSIBILITY (DEBIA)",0
"898",2025-02-05,"75D30124C18687","Department of Health and Human Services",90908,0,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18687&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","LIVING INVIGORATING VALUABLE EXPERIENCES, LLC (LIVE)","LEADERSHIP CONSULTING SERVICES",0
"899",2025-02-05,"75D30124P18701","Department of Health and Human Services",22375,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18701&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Pro Premium Subscriptions 5 users with 14 policy areas per user",0
"900",2025-02-05,"75N98025F00002","Department of Health and Human Services",136400,0,2025-02-07,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00002&modNumber=P00003&idvAgencyID=&idvPIID=75N98021A00036&contractType=AWARD","GUIDEHOUSE DIGITAL LLC","NATIONAL INSTITUTE OF HEALTH (NIH), NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES (NIMHD), HEALTH EQUITY AND DECISION SCIENCES (HEADS) RESEARCH LABORATORY, WEBSITE DEVELOPMENT FOR A SIMULATION MODEL-BASED CLINICAL DECISION TOOL ",0
"901",2025-02-05,"75N92024F00033","Department of Health and Human Services",198443,0,2025-02-07,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00033&modNumber=P00002&idvAgencyID=&idvPIID=75N92020A00002&contractType=AWARD","GAP SOLUTIONS, INC.","[24-009886] THE NHLBI OFFICE OF THE SCIENTIFIC DIRECTOR (OSD) REQUIRES AN EXECUTIVE ASSISTANT IN ORDER TO OBTAIN ADMINISTRATIVE SUPPORT SERVICES. POP 05/03/2024 - 05/02/2025.",0
"902",2025-02-05,"75N92024F00069","Department of Health and Human Services",104530,0,2025-02-07,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00069&modNumber=P00003&idvAgencyID=&idvPIID=GS00F076CA&contractType=AWARD","GAP SOLUTIONS, INC.","NIH NHLBI DIVISION OF EXTRAMURAL RESEARCH ACTIVITIES REQUIRES AN EXECUTIVE ASSISTANT IN ORDER TO OBTAIN ADMINISTRATIVE SUPPORT SERVICES.[24-006898]",0
"903",2025-02-05,"75N98025F00004","Department of Health and Human Services",61464,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00004&modNumber=0&idvAgencyID=&idvPIID=75N98021D00001&contractType=AWARD","FEDERAL MANAGEMENT PARTNERS, LLC","ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS",0
"904",2025-02-05,"75N92025F00009","Department of Health and Human Services",97132,0,2025-02-07,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00009&modNumber=P00001&idvAgencyID=&idvPIID=GS00F076CA&contractType=AWARD","GAP SOLUTIONS, INC.","[25-001132] NHLBI OFFICE OF MANAGEMENT (OM), NHLBI IMMEDIATE OFFICE OF THE DIRECTOR (IOD), AND THE NHLBI OFFICE OF MANAGEMENT REQUIRES SENIOR SCIENCE WRITER/PROGRAM MANAGER IN ORDER TO PROVIDE INTERNAL COMMUNICATION SERVICES",0
"905",2025-02-05,"75N98025F00005","Department of Health and Human Services",15703,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00005&modNumber=0&idvAgencyID=&idvPIID=HHSN316201500043W&contractType=AWARD","FEDERAL MANAGEMENT PARTNERS, LLC","ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS",0
"906",2025-02-05,"75N98025F00003","Department of Health and Human Services",13236,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00003&modNumber=0&idvAgencyID=&idvPIID=75N98019D00042&contractType=AWARD","FEDERAL MANAGEMENT PARTNERS, LLC","ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS",0
"907",2025-02-05,"75N98025F00007","Department of Health and Human Services",7519,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00007&modNumber=0&idvAgencyID=&idvPIID=75N98019D00044&contractType=AWARD","FEDERAL MANAGEMENT PARTNERS, LLC","ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS",0
"908",2025-02-05,"75N98025F00006","Department of Health and Human Services",2750,0,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00006&modNumber=0&idvAgencyID=&idvPIID=75N98019D00044&contractType=AWARD","FEDERAL MANAGEMENT PARTNERS, LLC","ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS",0
"909",2025-02-05,"75P00120P00063","Department of Health and Human Services",187553,0,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00120P00063&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription",0
"910",2025-02-06,"75P00120P00144","Department of Health and Human Services",244723,0,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00120P00144&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription",0
"911",2025-02-05,"75N94025F00009","Department of Health and Human Services",139699,30,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94025F00009&modNumber=0&idvAgencyID=&idvPIID=75N98019D00044&contractType=AWARD","CONTEMPORARIES, INC.","NIMHD DEPUTY DIRECTOR EXECUTIVE ASSISTANT",30
"912",2025-02-05,"75D30121P10201","Department of Health and Human Services",57012,4373,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121P10201&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Premium Subscription for 2 users",4373
"913",2025-02-05,"75D30124P18978","Department of Health and Human Services",48675,4658,2025-02-07,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18978&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription Service 11 Users",4658
"914",2025-02-05,"75D30124P18530","Department of Health and Human Services",68125,56400,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18530&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Pro Subscription",56400
"915",2025-02-06,"75P00121P00012","Department of Health and Human Services",329739,57653,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00121P00012&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription",57653
"916",2025-02-06,"75P00124F80129","Department of Health and Human Services",127505,105560,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124F80129&modNumber=0&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD","POLITICO, LLC","Politico Subscription",105560
"917",2025-02-05,"75D30124P19780","Department of Health and Human Services",229625,176330,2025-02-07,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19780&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription",176330
"918",2025-02-05,"75D30124F00007","Department of Health and Human Services",538968,204055,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00007&modNumber=P00004&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD","ICE TECHNICAL SERVICES INC","HRO GENERAL SERVICES",204055
"919",2025-02-05,"75D30124F00006","Department of Health and Human Services",756286,263538,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00006&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D16080&contractType=AWARD","ICE TECHNICAL SERVICES INC","HRO GENERAL SERVICES",263538
"920",2025-02-05,"75P00123F37006","Department of Health and Human Services",848851,514130,2025-02-07,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123F37006&modNumber=P00003&idvAgencyID=&idvPIID=HHSP233201500086I&contractType=AWARD","GLOBAL EVALUATION & APPLIED RESEARCH SOLUTIONS (GEARS), INC.","PUBLIC HEALTH REPORTS EDITING SERVICES",514130
"921",2025-02-05,"75D30123P17848","Department of Health and Human Services",934700,590780,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17848&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","Politico Subscription",590780
"922",2025-02-05,"75N92024F00001","Department of Health and Human Services",1900000,1181496,2025-02-07,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00001&modNumber=P00003&idvAgencyID=&idvPIID=75N92019D00027&contractType=AWARD","LMI CONSULTING, LLC","EXECUTIVE COACHING AND ORGANIZATIONAL DEVELOPMENT SERVICES",1181496
"923",2025-02-05,"75N92024F00002","Department of Health and Human Services",2100000,1317341,2025-02-07,"Expired","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00002&modNumber=P00002&idvAgencyID=&idvPIID=GS07F147DA&contractType=AWARD","THE RESULTS LEADERSHIP GROUP, LLC","EXECUTIVE COACHING AND ORGANIZATIONAL DEVELOPMENT SERVICES",1317341
"924",2025-02-05,"75D30124C20205","Department of Health and Human Services",2800000,2284804.84,2025-02-07,"DEFINITIZE CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C20205&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","PCI GOVERNMENT SERVICES LLC","OC HEALTH COMMUNICATIONS AND SPEECH WRITING",2284804.84
"925",2025-02-05,"75N95024F00001","Department of Health and Human Services",1.5e+08,149437304,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N95024D00018&contractType=AWARD","ADVANCED AUTOMATION TECHNOLOGIES INC","ONE (1) SENIOR ADMINISTRATIVE ASSISTANT LEVEL 3 AND TWO (2) EXECUTIVE ASSISTANT (ADMIN 4)",149437304
"926",2025-01-22,"75N93022F00001","Department of Health and Human Services",99041500.6,0,2025-02-10,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93022F00001&modNumber=P00012&idvAgencyID=&idvPIID=HHSN316201300006W&contractType=AWARD","GOLDEN KEY GROUP LLC","OWER HUMAN CAPITAL MANAGEMENT AND DEVELOPMENT SUPPORT",0
"927",2025-01-23,"75ACF123F59005","Department of Health and Human Services",4433884.36,0,2025-02-10,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F59005&modNumber=P00002&idvAgencyID=&idvPIID=75ACF121A00008&contractType=AWARD","DELOITTE CONSULTING LLP","Grants Management Compliance",0
"928",2025-01-27,"75N96023F00065","Department of Health and Human Services",323445.74,0,2025-02-10,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N96023F00065&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA21D005Y&contractType=AWARD","TACTEGRA LLC","Administrative Management and General Management Consulting Services",0
"929",2025-02-12,"75D30122C14777","Department of Health and Human Services",993143.34,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14777&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","PEERS AND PARTNERS, INC.","Support Services Contract",0
"930",2025-02-12,"75D30120F08891","Department of Health and Human Services",1850417.29,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F08891&modNumber=P00005&idvAgencyID=&idvPIID=GS35F0165Y&contractType=AWARD","PERATON (formerly Northrop Grumman)","Website & Digital Management Services ",0
"931",2025-02-11,"75D30123F00020","Department of Health and Human Services",815955.18,0,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F00020&modNumber=P00003&idvAgencyID=&idvPIID=75D30119D05352&contractType=AWARD","Kapili Services, LLC","PUBLIC HEALTH INFRASTRUCTURE CENTER EXECUTIVE ASSISTANT SUPPORT",0
"932",2025-02-12,"75D30124P19056","Department of Health and Human Services",19500,0,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19056&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","JOHNSTON, CLIFFORD T","ANALYTICAL ENHANCEMENT OF THE RAPID QUARTZ ANALYSIS OF RESPIRABLE MINE DUST",0
"933",2025-02-12,"75D30123P16767","Department of Health and Human Services",65172,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16767&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","QUALITATIVE ANALYSIS OF HAUL TRUCK OPERATION COGNITIVE TASK ANALYSIS",0
"934",2025-02-12,"75D30123P16772","Department of Health and Human Services",10000,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16772&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","University of Missouri System","Provide, install, and calibrate Distributed Optical Fiber Sensors (DOFS) and collect vertical displacement data, and interpret data",0
"935",2025-02-12,"75D30124P19335","Department of Health and Human Services",7150,0,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19335&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Takimo Ventures LLC","Perform DFN FFC simulations for a set of wells, including the number of wells on a pad per well pad, statistical evaluations, and interpretations on hypothetical inflows to a mine",0
"936",2025-02-12,"75D30120C07974","Department of Health and Human Services",249647,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C07974&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","Feinstein Institute for Medical Research, The","The Contractor shall perform a research study to determine whether Pace University employees had increased risk of developing cancer as a result of working in Manhattan post-9/11 requires comparing the cancer experience among those who had this exposure to a referent unexposed group.",0
"937",2025-02-12,"75D30122P15204","Department of Health and Human Services",257518.32,0,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P15204&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","New York, City off","The Contractor shall extend, expand, and maintain the Career Firefighter Health Cohort by updating the cohort, obtaining cancer diagnoses from cohort members, and obtaining causes of death for cohort members.",0
"938",2025-02-11,"75D30124F00003","Department of Health and Human Services",257729,0,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00003&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D18030&contractType=AWARD","ICE Technical Services ","HR Assistant Services ",0
"939",2025-02-11,"75D30124F00004","Department of Health and Human Services",212215,0,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00004&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D17609&contractType=AWARD","ICE Technical Services ","HR Specialist Services",0
"940",2025-02-14,"75D30123C17450","Department of Health and Human Services",198253.05,0,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17450&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","TM3 SOLUTIONS, INC.","DISASTER RELATED RAPIDS NEEDS ASSESSMENT",0
"941",2025-02-13,"75D30123P17101","Department of Health and Human Services",1e+05,0,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17101&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","The Voice of Your Customer, LLC","Customer Discovery Interviews to Better Understand NIOSH Audiences and Messaging ",0
"942",2025-02-11,"75D30120C09569","Department of Health and Human Services",1589603,0,2025-02-13,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C09569&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD","CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC","ADMINISTRATIVE SUPPORT SERVICES",0
"943",2025-02-12,"75D30120A07341","Department of Health and Human Services",0,0,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120A07341&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV","ICF INCORPORATED, L.L.C.","Workforce Planning ",0
"944",2025-02-12,"75D30121P10404","Department of Health and Human Services",144526,2000,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121P10404&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","Synergy America","$f",2000
"945",2025-02-11,"75D30123P17725","Department of Health and Human Services",22569,4404,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17725&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","PERRY JOHNSON REGISTRARS INC","OHSO ISO CERTIFICATION - PJR",4404
"946",2025-02-11,"75D30122C13402","Department of Health and Human Services",791851.95,9159.5,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13402&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD","Veritas Management Group, Inc.","ADMINISTRATIVE SUPPORT AND HEALTH COMMUNICATION SUPPORT SERVICES",9159.5
"947",2025-02-12,"75D30122P13868","Department of Health and Human Services",142800,12600,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P13868&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","Synergy America","$10",12600
"948",2025-02-13,"75D30122P15194","Department of Health and Human Services",48600,12600,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P15194&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Movement RX Physical Therapy, P.C.","Healthiest NIOSH Well-Being Education",12600
"949",2025-02-12,"75D30120F07439","Department of Health and Human Services",103812,16463,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F07439&modNumber=P00010&idvAgencyID=&idvPIID=47QRAA18D00EC&contractType=AWARD","Holly Pelton Graphics","Graphic Services: Vendor to provide graphic design services to support NIOSH’s Research to Practice (r2p) efforts related to marketing and dissemination of research findings of the Division of Safety Research. ",16463
"950",2025-02-12,"75D30121P10272","Department of Health and Human Services",20124,20124,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121P10272&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD","Simulations Plus","Software licenses",20124
"951",2025-01-22,"75P00123P00067","Department of Health and Human Services",6529605,21243.13,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123P00067&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD","TIMOTHY J LONDAGIN, LLC","Subject Matter Expertise Contractor support to implement the President's Executive Order 14035 "" Diversity, Equity, Inclusion and Accessibility in the Federal Workforce as well as HHS DEIA Strategic Plan.",21243.13
"952",2025-02-11,"75D30122P13127","Department of Health and Human Services",112260,23507,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P13127&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","DATAWORKS DEVELOPMENT INC","CCP21AS AND CCPUAS  CUSTOMER CARE PROGRAM",23507
"953",2025-02-12,"75D30124F20337","Department of Health and Human Services",27277.25,27277.25,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20337&modNumber=0&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD","EASTERN RESEARCH GROUP INC","ENVIRONMENTAL HEALTH AND LAND REUSE WEBINARS",27277.25
"954",2025-02-12,"75D30123P16320","Department of Health and Human Services",29345,29345,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16320&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Calvirate Analytics","Software license",29345
"955",2025-02-11,"75D30123P17594","Department of Health and Human Services",91550,30000,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17594&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","LC PLUS CONSULTING INC","REGULATORY AND CHEMISTRY, MAUFACTURING AND CONTROL SUPPORT",30000
"956",2025-02-12,"75D30122P14182","Department of Health and Human Services",63036.62,45466.62,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P14182&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","ARIA SOLUTIONS LLC","GENERAL CLERK SERVICES",45466.62
"957",2025-02-12,"75D30123C17298","Department of Health and Human Services",225884,47869,2025-02-13,"ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED)","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17298&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Strategic Innovative Solutions, LLC","Executive Assistant services.",47869
"958",2025-02-12,"75D30123C17132","Department of Health and Human Services",219150,47910,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17132&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Synergy America","$11",47910
"959",2025-02-12,"75D30123F17568","Department of Health and Human Services",25989.25,48603.25,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17568&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD","EASTERN RESEARCH GROUP INC","HEALTH EFFECTS CHART WEBINARS",48603.25
"960",2025-02-11,"75D30124P00071","Department of Health and Human Services",56370,49809,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P00071&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","PEERS AND PARTNERS, INC.","TO CONDUCT EXIT INTERVIEWS ON DEPARTING STAFF FROM THE DIVISION OF GLOBAL HIV AND TB. QUOTE FROM RFQ#2024-00231",49809
"961",2025-02-11,"75D30124F20237","Department of Health and Human Services",60816,60816,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20237&modNumber=0&idvAgencyID=&idvPIID=75D30124A19661&contractType=AWARD","Cadence Group Associates, Inc.","Contract supported the development of file plans according to the Federal Records statute.",60816
"962",2025-02-11,"75D30122P15344","Department of Health and Human Services",140536,61531.61,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P15344&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","A-1 ANHERMA, LLC","This is a contract for writer-editor services.",61531.61
"963",2025-02-12,"75D30124F19135","Department of Health and Human Services",62416.38,62416.38,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19135&modNumber=P00001&idvAgencyID=&idvPIID=75D30123A17950&contractType=AWARD","Abt Global LLC","TOX DASHBOARD MAINTENANCE AND ENHANCEMENTS",62416.38
